Year,race,sex,Arrest type,Juvenile indicator,Total Arrests,Population,"Arrests per 100,000"
2006,All Combined,Female,Felony - Violent/Sex,0,19510,13565186,143.8241
2007,All Combined,Female,Felony - Violent/Sex,0,20810,13680468,152.1147
2008,All Combined,Female,Felony - Violent/Sex,0,20898,13811667,151.3069
2009,All Combined,Female,Felony - Violent/Sex,0,20811,13855146,150.2041
2010,All Combined,Female,Felony - Violent/Sex,0,20760,14238965,145.7971
2011,All Combined,Female,Felony - Violent/Sex,0,20199,14423636,140.041
2012,All Combined,Female,Felony - Violent/Sex,0,20145,14618952,137.8006
2013,All Combined,Female,Felony - Violent/Sex,0,20001,14802893,135.1155
1980,All Combined,Female,Misdemeanor,0,138897,8878600,1564.402
1981,All Combined,Female,Misdemeanor,0,157989,9100782.797,1735.994
1982,All Combined,Female,Misdemeanor,0,166203,9322965.563,1782.727
1983,All Combined,Female,Misdemeanor,0,175783,9545148.5,1841.595
1984,All Combined,Female,Misdemeanor,0,180762,9767331.219,1850.68
1985,All Combined,Female,Misdemeanor,0,205382,9989514,2055.976
1986,All Combined,Female,Misdemeanor,0,213755,10211696.78,2093.237
1987,All Combined,Female,Misdemeanor,0,225658,10433879.5,2162.743
1988,All Combined,Female,Misdemeanor,0,238758,10656062.47,2240.584
1989,All Combined,Female,Misdemeanor,0,259306,10878245.13,2383.712
1990,All Combined,Female,Misdemeanor,0,268396,11100428,2417.889
1991,All Combined,Female,Misdemeanor,0,238207,11245496.77,2118.243
1992,All Combined,Female,Misdemeanor,0,223923,11390565.39,1965.864
1993,All Combined,Female,Misdemeanor,0,211872,11535634.14,1836.674
1994,All Combined,Female,Misdemeanor,0,210808,11680702.78,1804.754
1995,All Combined,Female,Misdemeanor,0,206413,11825771.5,1745.451
1996,All Combined,Female,Misdemeanor,0,211973,11970840.22,1770.745
1997,All Combined,Female,Misdemeanor,0,216435,12115908.89,1786.37
1998,All Combined,Female,Misdemeanor,0,211421,12260977.61,1724.34
1999,All Combined,Female,Misdemeanor,0,195901,12406046.34,1579.077
2000,All Combined,Female,Misdemeanor,0,185838,12551115,1480.649
2001,All Combined,Female,Misdemeanor,0,187554,12311489,1523.406
2002,All Combined,Female,Misdemeanor,0,193764,12743589,1520.482
2003,All Combined,Female,Misdemeanor,0,208052,12908627,1611.728
2004,All Combined,Female,Misdemeanor,0,220813,13016395,1696.422
2005,All Combined,Female,Misdemeanor,0,223786,13076050,1711.419
2006,All Combined,Female,Misdemeanor,0,228868,13565186,1687.172
2007,All Combined,Female,Misdemeanor,0,236152,13680468,1726.198
2008,All Combined,Female,Misdemeanor,0,250755,13811667,1815.53
2009,All Combined,Female,Misdemeanor,0,254378,13855146,1835.982
2010,All Combined,Female,Misdemeanor,0,248396,14238965,1744.481
2011,All Combined,Female,Misdemeanor,0,234456,14423636,1625.499
2012,All Combined,Female,Misdemeanor,0,228279,14618952,1561.528
2013,All Combined,Female,Misdemeanor,0,223024,14802893,1506.624
1980,All Combined,Female,Status,0,0,8878600,0
1981,All Combined,Female,Status,0,0,9100782.797,0
1982,All Combined,Female,Status,0,0,9322965.563,0
1983,All Combined,Female,Status,0,0,9545148.5,0
1984,All Combined,Female,Status,0,0,9767331.219,0
1985,All Combined,Female,Status,0,0,9989514,0
1986,All Combined,Female,Status,0,0,10211696.78,0
1987,All Combined,Female,Status,0,0,10433879.5,0
1988,All Combined,Female,Status,0,0,10656062.47,0
1989,All Combined,Female,Status,0,0,10878245.13,0
1990,All Combined,Female,Status,0,0,11100428,0
1991,All Combined,Female,Status,0,0,11245496.77,0
1992,All Combined,Female,Status,0,0,11390565.39,0
1993,All Combined,Female,Status,0,0,11535634.14,0
1994,All Combined,Female,Status,0,0,11680702.78,0
1995,All Combined,Female,Status,0,0,11825771.5,0
1996,All Combined,Female,Status,0,0,11970840.22,0
1997,All Combined,Female,Status,0,0,12115908.89,0
1998,All Combined,Female,Status,0,0,12260977.61,0
1999,All Combined,Female,Status,0,0,12406046.34,0
2000,All Combined,Female,Status,0,0,12551115,0
2001,All Combined,Female,Status,0,0,12311489,0
2002,All Combined,Female,Status,0,0,12743589,0
2003,All Combined,Female,Status,0,0,12908627,0
2004,All Combined,Female,Status,0,0,13016395,0
2005,All Combined,Female,Status,0,0,13076050,0
2006,All Combined,Female,Status,0,0,13565186,0
2007,All Combined,Female,Status,0,0,13680468,0
2008,All Combined,Female,Status,0,0,13811667,0
2009,All Combined,Female,Status,0,0,13855146,0
2010,All Combined,Female,Status,0,0,14238965,0
2011,All Combined,Female,Status,0,0,14423636,0
2012,All Combined,Female,Status,0,0,14618952,0
2013,All Combined,Female,Status,0,0,14802893,0
1980,All Combined,Male,All Combined,0,1223690,8351700,14651.99
1981,All Combined,Male,All Combined,0,1322362,8605323.891,15366.79
1982,All Combined,Male,All Combined,0,1309954,8858947.813,14786.79
1983,All Combined,Male,All Combined,0,1346780,9112571.688,14779.36
1984,All Combined,Male,All Combined,0,1381122,9366195.609,14745.82
1985,All Combined,Male,All Combined,0,1525723,9619819.5,15860.2
1986,All Combined,Male,All Combined,0,1603933,9873443.438,16244.92
1987,All Combined,Male,All Combined,0,1653799,10127067.31,16330.48
1988,All Combined,Male,All Combined,0,1726189,10380691.17,16628.84
1989,All Combined,Male,All Combined,0,1810382,10634315.13,17023.96
1990,All Combined,Male,All Combined,0,1825723,10887939,16768.31
1991,All Combined,Male,All Combined,0,1622633,11010360.89,14737.33
1992,All Combined,Male,All Combined,0,1508926,11132782.97,13553.9
1993,All Combined,Male,All Combined,0,1421744,11255205.03,12631.88
1994,All Combined,Male,All Combined,0,1394168,11377627.13,12253.59
1995,All Combined,Male,All Combined,0,1337652,11500049,11631.71
1996,All Combined,Male,All Combined,0,1341701,11622470.94,11544.03
1997,All Combined,Male,All Combined,0,1341626,11744892.95,11423.06
1998,All Combined,Male,All Combined,0,1308842,11867315.05,11028.96
1999,All Combined,Male,All Combined,0,1242015,11989737.06,10358.98
2000,All Combined,Male,All Combined,0,1187266,12112159,9802.266
2001,All Combined,Male,All Combined,0,1185691,11739274,10100.21
2002,All Combined,Male,All Combined,0,1203707,12159562,9899.263
2003,All Combined,Male,All Combined,0,1246697,12390115,10062.03
2004,All Combined,Male,All Combined,0,1281856,12478291,10272.69
2005,All Combined,Male,All Combined,0,1297288,12589480,10304.54
2006,All Combined,Male,All Combined,0,1320480,13348004,9892.715
2007,All Combined,Male,All Combined,0,1321929,13465363,9817.255
2008,All Combined,Male,All Combined,0,1327784,13596018,9765.978
2009,All Combined,Male,All Combined,0,1262490,13674752,9232.27
2010,All Combined,Male,All Combined,0,1177152,13806469,8526.09
2011,All Combined,Male,All Combined,0,1072027,14004861,7654.678
2012,All Combined,Male,All Combined,0,1061652,14192934,7480.145
2013,All Combined,Male,All Combined,0,1040393,14363592,7243.265
1980,All Combined,Male,Felony - Drug,0,47803,8351700,572.3745
1981,All Combined,Male,Felony - Drug,0,50066,8605323.891,581.8026
1982,All Combined,Male,Felony - Drug,0,51616,8858947.813,582.6426
1983,All Combined,Male,Felony - Drug,0,60465,9112571.688,663.5339
1984,All Combined,Male,Felony - Drug,0,71041,9366195.609,758.483
1985,All Combined,Male,Felony - Drug,0,83705,9619819.5,870.1307
1986,All Combined,Male,Felony - Drug,0,101076,9873443.438,1023.716
1987,All Combined,Male,Felony - Drug,0,112242,10127067.31,1108.337
1988,All Combined,Male,Felony - Drug,0,130922,10380691.17,1261.207
1989,All Combined,Male,Felony - Drug,0,133800,10634315.13,1258.191
1990,All Combined,Male,Felony - Drug,0,112482,10887939,1033.088
1991,All Combined,Male,Felony - Drug,0,96851,11010360.89,879.6351
1992,All Combined,Male,Felony - Drug,0,105027,11132782.97,943.4029
1993,All Combined,Male,Felony - Drug,0,105711,11255205.03,939.2188
1994,All Combined,Male,Felony - Drug,0,118202,11377627.13,1038.899
1995,All Combined,Male,Felony - Drug,0,107348,11500049,933.4569
1996,All Combined,Male,Felony - Drug,0,105452,11622470.94,907.3113
1997,All Combined,Male,Felony - Drug,0,114984,11744892.95,979.0128
1998,All Combined,Male,Felony - Drug,0,106636,11867315.05,898.5689
1999,All Combined,Male,Felony - Drug,0,100499,11989737.06,838.2086
2000,All Combined,Male,Felony - Drug,0,96431,12112159,796.1504
2001,All Combined,Male,Felony - Drug,0,93965,11739274,800.4328
2002,All Combined,Male,Felony - Drug,0,99755,12159562,820.3832
2003,All Combined,Male,Felony - Drug,0,107542,12390115,867.9661
2004,All Combined,Male,Felony - Drug,0,114678,12478291,919.0201
2005,All Combined,Male,Felony - Drug,0,122510,12589480,973.1141
2006,All Combined,Male,Felony - Drug,0,117724,13348004,881.9596
2007,All Combined,Male,Felony - Drug,0,109837,13465363,815.7003
2008,All Combined,Male,Felony - Drug,0,98242,13596018,722.5792
2009,All Combined,Male,Felony - Drug,0,89573,13674752,655.0247
2010,All Combined,Male,Felony - Drug,0,90659,13806469,656.6415
2011,All Combined,Male,Felony - Drug,0,86699,14004861,619.0636
2012,All Combined,Male,Felony - Drug,0,92134,14192934,649.154
2013,All Combined,Male,Felony - Drug,0,104595,14363592,728.1953
1980,All Combined,Male,Felony - Other,0,47220,8351700,565.3939
1981,All Combined,Male,Felony - Other,0,50346,8605323.891,585.0564
1982,All Combined,Male,Felony - Other,0,51813,8858947.813,584.8663
1983,All Combined,Male,Felony - Other,0,49403,9112571.688,542.1411
1984,All Combined,Male,Felony - Other,0,48126,9366195.609,513.8265
1985,All Combined,Male,Felony - Other,0,48095,9619819.5,499.9574
1986,All Combined,Male,Felony - Other,0,52785,9873443.438,534.6159
1987,All Combined,Male,Felony - Other,0,58614,10127067.31,578.7855
1988,All Combined,Male,Felony - Other,0,66508,10380691.17,640.6895
1989,All Combined,Male,Felony - Other,0,73027,10634315.13,686.7109
1990,All Combined,Male,Felony - Other,0,78864,10887939,724.3244
1991,All Combined,Male,Felony - Other,0,75343,11010360.89,684.2918
1992,All Combined,Male,Felony - Other,0,78153,11132782.97,702.0078
1993,All Combined,Male,Felony - Other,0,82654,11255205.03,734.3624
1994,All Combined,Male,Felony - Other,0,86718,11377627.13,762.18
1995,All Combined,Male,Felony - Other,0,86098,11500049,748.675
1996,All Combined,Male,Felony - Other,0,88550,11622470.94,761.8862
1997,All Combined,Male,Felony - Other,0,94192,11744892.95,801.9826
1998,All Combined,Male,Felony - Other,0,93516,11867315.05,788.0131
1999,All Combined,Male,Felony - Other,0,90513,11989737.06,754.9207
2000,All Combined,Male,Felony - Other,0,93178,12112159,769.2931
2001,All Combined,Male,Felony - Other,0,98182,11739274,836.355
2002,All Combined,Male,Felony - Other,0,106271,12159562,873.9706
2003,All Combined,Male,Felony - Other,0,109786,12390115,886.0773
2004,All Combined,Male,Felony - Other,0,114497,12478291,917.5696
2005,All Combined,Male,Felony - Other,0,123520,12589480,981.1367
2006,All Combined,Male,Felony - Other,0,126634,13348004,948.7111
2007,All Combined,Male,Felony - Other,0,129374,13465363,960.791
2008,All Combined,Male,Felony - Other,0,128648,13596018,946.2182
2009,All Combined,Male,Felony - Other,0,118172,13674752,864.1619
2010,All Combined,Male,Felony - Other,0,109891,13806469,795.9385
2011,All Combined,Male,Felony - Other,0,109366,14004861,780.9146
2012,All Combined,Male,Felony - Other,0,117323,14192934,826.6296
2013,All Combined,Male,Felony - Other,0,115304,14363592,802.7518
1980,All Combined,Male,Felony - Property,0,96294,8351700,1152.987
1981,All Combined,Male,Felony - Property,0,103528,8605323.891,1203.069
1982,All Combined,Male,Felony - Property,0,107575,8858947.813,1214.309
1983,All Combined,Male,Felony - Property,0,102866,9112571.688,1128.836
1984,All Combined,Male,Felony - Property,0,100744,9366195.609,1075.613
1985,All Combined,Male,Felony - Property,0,107214,9619819.5,1114.512
1986,All Combined,Male,Felony - Property,0,115497,9873443.438,1169.774
1987,All Combined,Male,Felony - Property,0,115893,10127067.31,1144.389
1988,All Combined,Male,Felony - Property,0,125215,10380691.17,1206.23
1989,All Combined,Male,Felony - Property,0,132378,10634315.13,1244.819
1990,All Combined,Male,Felony - Property,0,125196,10887939,1149.859
1991,All Combined,Male,Felony - Property,0,116996,11010360.89,1062.599
1992,All Combined,Male,Felony - Property,0,119904,11132782.97,1077.035
1993,All Combined,Male,Felony - Property,0,116298,11255205.03,1033.282
1994,All Combined,Male,Felony - Property,0,110296,11377627.13,969.4113
1995,All Combined,Male,Felony - Property,0,102677,11500049,892.8397
1996,All Combined,Male,Felony - Property,0,92833,11622470.94,798.7372
1997,All Combined,Male,Felony - Property,0,88768,11744892.95,755.8008
1998,All Combined,Male,Felony - Property,0,80204,11867315.05,675.8395
1999,All Combined,Male,Felony - Property,0,69385,11989737.06,578.7032
2000,All Combined,Male,Felony - Property,0,70181,12112159,579.426
2001,All Combined,Male,Felony - Property,0,76572,11739274,652.272
2002,All Combined,Male,Felony - Property,0,80690,12159562,663.593
2003,All Combined,Male,Felony - Property,0,86057,12390115,694.5618
2004,All Combined,Male,Felony - Property,0,90060,12478291,721.7335
2005,All Combined,Male,Felony - Property,0,89559,12589480,711.3796
2006,All Combined,Male,Felony - Property,0,86227,13348004,645.9917
2007,All Combined,Male,Felony - Property,0,83084,13465363,617.0201
2008,All Combined,Male,Felony - Property,0,79547,13596018,585.0757
2009,All Combined,Male,Felony - Property,0,73727,13674752,539.1469
2010,All Combined,Male,Felony - Property,0,70412,13806469,509.9928
2011,All Combined,Male,Felony - Property,0,64509,14004861,460.6187
2012,All Combined,Male,Felony - Property,0,69447,14192934,489.3069
2013,All Combined,Male,Felony - Property,0,68382,14363592,476.0787
1980,All Combined,Male,Felony - Violent/Sex,0,65762,8351700,787.4086
1981,All Combined,Male,Felony - Violent/Sex,0,67115,8605323.891,779.9241
1982,All Combined,Male,Felony - Violent/Sex,0,64789,8858947.813,731.3397
1983,All Combined,Male,Felony - Violent/Sex,0,61015,9112571.688,669.5695
1984,All Combined,Male,Felony - Violent/Sex,0,64989,9366195.609,693.8676
1985,All Combined,Male,Felony - Violent/Sex,0,66903,9619819.5,695.4705
1986,All Combined,Male,Felony - Violent/Sex,0,85895,9873443.438,869.9599
1987,All Combined,Male,Felony - Violent/Sex,0,93376,10127067.31,922.0438
1988,All Combined,Male,Felony - Violent/Sex,0,99919,10380691.17,962.5467
1989,All Combined,Male,Felony - Violent/Sex,0,110555,10634315.13,1039.606
1990,All Combined,Male,Felony - Violent/Sex,0,123607,10887939,1135.265
1991,All Combined,Male,Felony - Violent/Sex,0,119011,11010360.89,1080.9
1992,All Combined,Male,Felony - Violent/Sex,0,121786,11132782.97,1093.94
1993,All Combined,Male,Felony - Violent/Sex,0,119986,11255205.03,1066.049
1994,All Combined,Male,Felony - Violent/Sex,0,121240,11377627.13,1065.6
1995,All Combined,Male,Felony - Violent/Sex,0,120159,11500049,1044.856
1996,All Combined,Male,Felony - Violent/Sex,0,117444,11622470.94,1010.491
1997,All Combined,Male,Felony - Violent/Sex,0,120544,11744892.95,1026.353
1998,All Combined,Male,Felony - Violent/Sex,0,112061,11867315.05,944.2827
1999,All Combined,Male,Felony - Violent/Sex,0,105758,11989737.06,882.071
2000,All Combined,Male,Felony - Violent/Sex,0,103403,12112159,853.7124
2001,All Combined,Male,Felony - Violent/Sex,0,106192,11739274,904.5875
2002,All Combined,Male,Felony - Violent/Sex,0,104126,12159562,856.3302
2003,All Combined,Male,Felony - Violent/Sex,0,103030,12390115,831.55
2004,All Combined,Male,Felony - Violent/Sex,0,99521,12478291,797.5531
2005,All Combined,Male,Felony - Violent/Sex,0,97934,12589480,777.9034
2006,All Combined,Male,Felony - Violent/Sex,0,97727,13348004,732.1469
2007,All Combined,Male,Felony - Violent/Sex,0,98180,13465363,729.13
2008,All Combined,Male,Felony - Violent/Sex,0,97080,13596018,714.0326
2009,All Combined,Male,Felony - Violent/Sex,0,94754,13674752,692.912
2010,All Combined,Male,Felony - Violent/Sex,0,88976,13806469,644.4515
2011,All Combined,Male,Felony - Violent/Sex,0,84971,14004861,606.725
2012,All Combined,Male,Felony - Violent/Sex,0,83951,14192934,591.4985
2013,All Combined,Male,Felony - Violent/Sex,0,80791,14363592,562.4707
1980,All Combined,Male,Misdemeanor,0,966611,8351700,11573.82
1981,All Combined,Male,Misdemeanor,0,1051307,8605323.891,12216.94
1982,All Combined,Male,Misdemeanor,0,1034161,8858947.813,11673.63
1983,All Combined,Male,Misdemeanor,0,1073031,9112571.688,11775.28
1984,All Combined,Male,Misdemeanor,0,1096222,9366195.609,11704.03
1985,All Combined,Male,Misdemeanor,0,1219806,9619819.5,12680.13
1986,All Combined,Male,Misdemeanor,0,1248680,9873443.438,12646.85
1987,All Combined,Male,Misdemeanor,0,1273674,10127067.31,12576.93
1988,All Combined,Male,Misdemeanor,0,1303625,10380691.17,12558.17
1989,All Combined,Male,Misdemeanor,0,1360622,10634315.13,12794.64
